shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
20043,43.712373,-79.795686,320001
20043,43.712504,-79.795863,320002
20043,43.714913,-79.799132,320003
20043,43.714913,-79.799132,330001
20043,43.715087,-79.799368,330002
20043,43.717800,-79.803051,330003
20043,43.718387,-79.802413,330004
20043,43.718387,-79.802413,340001
20043,43.719486,-79.801215,340002
20043,43.720368,-79.800255,340003
20043,43.720638,-79.799961,340004
20043,43.720638,-79.799961,350001
20043,43.720807,-79.799776,350002
20043,43.721394,-79.799145,350003
20043,43.721575,-79.798950,350004
20043,43.722347,-79.798121,350005
20043,43.722534,-79.797946,350006
20043,43.722628,-79.797871,350007
20043,43.722628,-79.797871,360001
20043,43.722680,-79.797829,360002
20043,43.722896,-79.797678,360003
20043,43.723026,-79.797588,360004
20043,43.724238,-79.796955,360005
20043,43.725557,-79.796292,360006
20043,43.725931,-79.797657,360007
20043,43.726033,-79.798008,360008
20043,43.726033,-79.798008,370001
20043,43.726136,-79.798366,370002
20043,43.726276,-79.798594,370003
20043,43.726387,-79.798743,370004
20043,43.726535,-79.798863,370005
20043,43.726625,-79.798898,370006
20043,43.726736,-79.798915,370007
20043,43.726959,-79.798942,370008
20043,43.727086,-79.798928,370009
20043,43.727234,-79.798884,370010
20043,43.727431,-79.798785,370011
20043,43.727587,-79.798676,370012
20043,43.727699,-79.798588,370013
20043,43.727669,-79.798450,370014
20043,43.727668,-79.798392,370015
20043,43.727677,-79.798349,370016
20043,43.727691,-79.798314,370017
20043,43.727722,-79.798259,370018
20043,43.727947,-79.798084,370019
20046,43.727947,-79.798084,10001
20046,43.728066,-79.797992,10002
20046,43.728106,-79.797974,10003
20046,43.728139,-79.797967,10004
20046,43.728174,-79.797973,10005
20046,43.728378,-79.798052,10006
20046,43.729509,-79.797149,10007
20046,43.729690,-79.796953,10008
20046,43.729690,-79.796953,20001
20046,43.730313,-79.796272,20002
20046,43.729508,-79.795161,20003
20046,43.729365,-79.794963,20004
20046,43.729159,-79.794677,20005
20046,43.728458,-79.793704,20006
20046,43.728298,-79.793479,20007
20046,43.728179,-79.793313,20008
20046,43.727551,-79.794202,20009
20046,43.727551,-79.794202,30001
20046,43.727419,-79.794388,30002
20046,43.726576,-79.795524,30003
20046,43.726305,-79.795826,30004
20046,43.725866,-79.796118,30005
20046,43.725557,-79.796292,30006
20046,43.725159,-79.796492,30007
20046,43.725159,-79.796492,40001
20046,43.724238,-79.796955,40002
20046,43.723026,-79.797588,40003
20046,43.722924,-79.797659,40004
20046,43.722924,-79.797659,50001
20046,43.722896,-79.797678,50002
20046,43.722680,-79.797829,50003
20046,43.722534,-79.797946,50004
20046,43.722347,-79.798121,50005
20046,43.721575,-79.798950,50006
20046,43.721394,-79.799145,50007
20046,43.720945,-79.799628,50008
20046,43.720945,-79.799628,60001
20046,43.720807,-79.799776,60002
20046,43.720368,-79.800255,60003
20046,43.719896,-79.800769,60004
20046,43.719896,-79.800769,70001
20046,43.719486,-79.801215,70002
20046,43.717800,-79.803051,70003
20046,43.717416,-79.802530,70004
20046,43.717416,-79.802530,80001
20046,43.715222,-79.799551,80002
20046,43.715222,-79.799551,90001
20046,43.715087,-79.799368,90002
20046,43.712667,-79.796083,90003
20046,43.712667,-79.796083,100001
20046,43.712504,-79.795863,100002
20046,43.709772,-79.792190,100003
20046,43.709159,-79.791358,100004
20046,43.709159,-79.791358,110001
20046,43.708772,-79.790835,110002
20046,43.707547,-79.789175,110003
20046,43.707547,-79.789175,120001
20046,43.706492,-79.787744,120002
20046,43.706414,-79.787638,120003
20046,43.706414,-79.787638,130001
20046,43.705790,-79.786793,130002
20046,43.705069,-79.785836,130003
20046,43.705069,-79.785836,140001
20046,43.703612,-79.783900,140002
20046,43.703612,-79.783900,150001
20046,43.703422,-79.783647,150002
20046,43.701709,-79.781313,150003
20046,43.701536,-79.781075,150004
20046,43.701536,-79.781075,160001
20046,43.700821,-79.780101,160002
20046,43.700011,-79.778994,160003
20046,43.700011,-79.778994,170001
20046,43.699804,-79.778712,170002
20046,43.698812,-79.777356,170003
20046,43.698381,-79.776772,170004
20046,43.698381,-79.776772,180001
20046,43.698051,-79.776327,180002
20046,43.696435,-79.774144,180003
20046,43.696435,-79.774144,190001
20046,43.696260,-79.773908,190002
20046,43.694792,-79.771870,190003
20046,43.694792,-79.771870,200001
20046,43.694621,-79.771633,200002
20046,43.692948,-79.769434,200003
20046,43.692691,-79.769088,200004
20046,43.692691,-79.769088,210001
20046,43.691882,-79.768002,210002
20046,43.691468,-79.767444,210003
20046,43.691199,-79.767080,210004
20046,43.691199,-79.767080,220001
20046,43.691119,-79.766973,220002
20046,43.690542,-79.766181,220003
20046,43.690286,-79.765839,220004
20046,43.690056,-79.765535,220005
20046,43.690053,-79.765530,220006
20046,43.690053,-79.765530,230001
20046,43.689715,-79.765065,230002
20046,43.689262,-79.764465,230003
20046,43.689262,-79.764465,240001
20046,43.689196,-79.764376,240002
20046,43.689103,-79.764250,240003
20046,43.688325,-79.763208,240004
20046,43.688325,-79.763208,250001
20046,43.688170,-79.763000,250002
20046,43.687500,-79.762109,250003
20046,43.687363,-79.761926,250004
20046,43.687363,-79.761926,260001
20046,43.687155,-79.761647,260002
20046,43.686066,-79.760171,260003
20046,43.686066,-79.760171,270001
20046,43.685895,-79.759939,270002
20046,43.685315,-79.759119,270003
20046,43.684890,-79.758542,270004
20046,43.684890,-79.758542,280001
20046,43.684711,-79.758299,280002
20046,43.684114,-79.757507,280003
20046,43.683057,-79.756065,280004
20046,43.682795,-79.755718,280005
20046,43.682795,-79.755718,290001
20046,43.681283,-79.753711,290002
20046,43.681112,-79.753470,290003
20046,43.680444,-79.752569,290004
20046,43.680444,-79.752569,300001
20046,43.680285,-79.752355,300002
20046,43.679611,-79.751464,300003
20046,43.678395,-79.749821,300004
20046,43.678395,-79.749821,310001
20046,43.676649,-79.747464,310002
20046,43.676405,-79.747147,310003
20046,43.676405,-79.747147,320001
20046,43.675439,-79.745894,320002
20046,43.673697,-79.743634,320003
20046,43.673697,-79.743634,330001
20046,43.673570,-79.743469,330002
20046,43.672156,-79.741566,330003
20046,43.671326,-79.740444,330004
20046,43.671326,-79.740444,340001
20046,43.671311,-79.740424,340002
20046,43.670074,-79.738741,340003
20046,43.670074,-79.738741,350001
20046,43.669626,-79.738130,350002
20046,43.668756,-79.736875,350003
20046,43.667757,-79.735503,350004
20046,43.667757,-79.735503,360001
20046,43.667610,-79.735303,360002
20046,43.666954,-79.734415,360003
20046,43.666276,-79.733498,360004
20046,43.666276,-79.733498,370001
20046,43.666276,-79.733498,370002
20046,43.666276,-79.733498,380001
20046,43.666023,-79.733156,380002
20046,43.664830,-79.731561,380003
20046,43.663105,-79.729255,380004
20046,43.661712,-79.727393,380005
20046,43.661327,-79.726886,380006
20046,43.661327,-79.726886,390001
20046,43.658827,-79.723595,390002
20046,43.658827,-79.723595,400001
20046,43.658649,-79.723361,400002
20046,43.657260,-79.721471,400003
20046,43.656171,-79.719990,400004
20046,43.654755,-79.718024,400005
20046,43.653930,-79.716900,400006
20046,43.653800,-79.716725,400007
20046,43.653778,-79.716695,400008
20046,43.653526,-79.716343,400009
20046,43.653477,-79.716276,400010
20046,43.653351,-79.716100,400011
20046,43.652583,-79.715044,400012
20046,43.651003,-79.712884,400013
20046,43.650139,-79.711702,400014
20046,43.647447,-79.708005,400015
20046,43.647447,-79.708005,410001
20046,43.647296,-79.707797,410002
20046,43.646282,-79.706404,410003
20046,43.646282,-79.706404,420001
20046,43.646065,-79.706106,420002
20046,43.645232,-79.705022,420003
20046,43.643800,-79.703090,420004
20046,43.643800,-79.703090,430001
20046,43.643593,-79.702810,430002
20046,43.643481,-79.702655,430003
20046,43.643051,-79.703223,430004
20046,43.642958,-79.703330,430005
20046,43.642858,-79.703440,430006
20046,43.642705,-79.703595,430007
20046,43.642612,-79.703677,430008
20046,43.642503,-79.703771,430009
20046,43.642391,-79.703855,430010
20046,43.642239,-79.703964,430011
20046,43.642102,-79.704067,430012
20046,43.641982,-79.704165,430013
20046,43.641889,-79.704254,430014
20046,43.641638,-79.704516,430015
20046,43.641343,-79.704838,430016
20046,43.641343,-79.704838,440001
20046,43.640928,-79.705290,440002
20046,43.640192,-79.704033,440003
20046,43.639767,-79.703449,440004
20046,43.639767,-79.703449,450001
20046,43.638812,-79.702137,450002
20046,43.640194,-79.700574,450003
20046,43.640194,-79.700574,460001
20046,43.641139,-79.699503,460002
20046,43.641829,-79.698716,460003
20046,43.641829,-79.698716,470001
20046,43.642835,-79.697570,470002
20046,43.643307,-79.697025,470003
20046,43.643588,-79.697428,470004
20046,43.643588,-79.697428,480001
20046,43.644450,-79.698673,480002
20046,43.645013,-79.699495,480003
20046,43.645499,-79.700210,480004
20046,43.645499,-79.700210,490001
20046,43.645587,-79.700338,490002
20046,43.645737,-79.700547,490003
20046,43.645845,-79.700683,490004
20046,43.645955,-79.700807,490005
20046,43.646068,-79.700928,490006
20046,43.646184,-79.701039,490007
20046,43.646306,-79.701139,490008
20046,43.646432,-79.701232,490009
20046,43.646562,-79.701314,490010
20046,43.646694,-79.701387,490011
20046,43.646810,-79.701444,490012
20046,43.646937,-79.701502,490013
20046,43.646937,-79.701502,500001
20046,43.647061,-79.701559,500002
20046,43.647217,-79.701630,500003
20046,43.647477,-79.701793,500004
20046,43.647605,-79.701886,500005
20046,43.647716,-79.701981,500006
20046,43.647873,-79.702134,500007
20046,43.647992,-79.702263,500008
20046,43.648132,-79.702426,500009
20046,43.648217,-79.702537,500010
20046,43.648273,-79.702614,500011
20046,43.648477,-79.702950,500012
20046,43.648477,-79.702950,510001
20046,43.648665,-79.703257,510002
20046,43.648948,-79.703747,510003
20046,43.649214,-79.704185,510004
20046,43.649302,-79.704342,510005
20046,43.649382,-79.704504,510006
20046,43.649457,-79.704672,510007
20046,43.649525,-79.704844,510008
20046,43.649587,-79.705021,510009
20046,43.649602,-79.705068,510010
20046,43.649643,-79.705204,510011
20046,43.649692,-79.705389,510012
20046,43.649734,-79.705576,510013
20046,43.649876,-79.706267,510014
20046,43.649924,-79.706447,510015
20046,43.649976,-79.706619,510016
20046,43.650035,-79.706786,510017
20046,43.650035,-79.706786,520001
20046,43.650039,-79.706797,520002
20046,43.650108,-79.706964,520003
20046,43.650178,-79.707124,520004
20046,43.650259,-79.707288,520005
20046,43.650344,-79.707443,520006
20046,43.650441,-79.707603,520007
20046,43.650512,-79.707717,520008
20046,43.650999,-79.708376,520009
20046,43.650999,-79.708376,530001
20046,43.651119,-79.708540,530002
20046,43.651885,-79.709590,530003
20046,43.652437,-79.710117,530004
20046,43.652511,-79.710356,530005
20046,43.652422,-79.710642,530006
20046,43.652166,-79.711076,530007
20046,43.651989,-79.711352,530008
20047,43.666276,-79.733498,10001
20047,43.666276,-79.733498,10002
20047,43.666276,-79.733498,20001
20047,43.666023,-79.733156,20002
20047,43.664830,-79.731561,20003
20047,43.663105,-79.729255,20004
20047,43.661712,-79.727393,20005
20047,43.661327,-79.726886,20006
20047,43.661327,-79.726886,30001
20047,43.658827,-79.723595,30002
20047,43.658827,-79.723595,40001
20047,43.658649,-79.723361,40002
20047,43.657260,-79.721471,40003
20047,43.656171,-79.719990,40004
20047,43.654755,-79.718024,40005
20047,43.653930,-79.716900,40006
20047,43.653800,-79.716725,40007
20047,43.653778,-79.716695,40008
20047,43.653526,-79.716343,40009
20047,43.653477,-79.716276,40010
20047,43.653351,-79.716100,40011
20047,43.652583,-79.715044,40012
20047,43.651003,-79.712884,40013
20047,43.650139,-79.711702,40014
20047,43.647447,-79.708005,40015
20047,43.647447,-79.708005,50001
20047,43.647296,-79.707797,50002
20047,43.646282,-79.706404,50003
20047,43.646282,-79.706404,60001
20047,43.646065,-79.706106,60002
20047,43.645232,-79.705022,60003
20047,43.643800,-79.703090,60004
20047,43.643800,-79.703090,70001
20047,43.643593,-79.702810,70002
20047,43.643481,-79.702655,70003
20047,43.643051,-79.703223,70004
20047,43.642958,-79.703330,70005
20047,43.642858,-79.703440,70006
20047,43.642705,-79.703595,70007
20047,43.642612,-79.703677,70008
20047,43.642503,-79.703771,70009
20047,43.642391,-79.703855,70010
20047,43.642239,-79.703964,70011
20047,43.642102,-79.704067,70012
20047,43.641982,-79.704165,70013
20047,43.641889,-79.704254,70014
20047,43.641638,-79.704516,70015
20047,43.641343,-79.704838,70016
20047,43.641343,-79.704838,80001
20047,43.640928,-79.705290,80002
20047,43.640192,-79.704033,80003
20047,43.639767,-79.703449,80004
20047,43.639767,-79.703449,90001
20047,43.638812,-79.702137,90002
20047,43.640194,-79.700574,90003
20047,43.640194,-79.700574,100001
20047,43.641139,-79.699503,100002
20047,43.641829,-79.698716,100003
20047,43.641829,-79.698716,110001
20047,43.642835,-79.697570,110002
20047,43.643307,-79.697025,110003
20047,43.643588,-79.697428,110004
20047,43.643588,-79.697428,120001
20047,43.644450,-79.698673,120002
20047,43.645013,-79.699495,120003
20047,43.645499,-79.700210,120004
20047,43.645499,-79.700210,130001
20047,43.645587,-79.700338,130002
20047,43.645737,-79.700547,130003
20047,43.645845,-79.700683,130004
20047,43.645955,-79.700807,130005
20047,43.646068,-79.700928,130006
20047,43.646184,-79.701039,130007
20047,43.646306,-79.701139,130008
20047,43.646432,-79.701232,130009
20047,43.646562,-79.701314,130010
20047,43.646694,-79.701387,130011
20047,43.646810,-79.701444,130012
20047,43.646937,-79.701502,130013
20047,43.646937,-79.701502,140001
20047,43.647061,-79.701559,140002
20047,43.647217,-79.701630,140003
20047,43.647477,-79.701793,140004
20047,43.647605,-79.701886,140005
20047,43.647716,-79.701981,140006
20047,43.647873,-79.702134,140007
20047,43.647992,-79.702263,140008
20047,43.648132,-79.702426,140009
20047,43.648217,-79.702537,140010
20047,43.648273,-79.702614,140011
20047,43.648477,-79.702950,140012
20047,43.648477,-79.702950,150001
20047,43.648665,-79.703257,150002
20047,43.648948,-79.703747,150003
20047,43.649214,-79.704185,150004
20047,43.649302,-79.704342,150005
20047,43.649382,-79.704504,150006
20047,43.649457,-79.704672,150007
20047,43.649525,-79.704844,150008
20047,43.649587,-79.705021,150009
20047,43.649602,-79.705068,150010
20047,43.649643,-79.705204,150011
20047,43.649692,-79.705389,150012
20047,43.649734,-79.705576,150013
20047,43.649876,-79.706267,150014
20047,43.649924,-79.706447,150015
20047,43.649976,-79.706619,150016
20047,43.650035,-79.706786,150017
20047,43.650035,-79.706786,160001
20047,43.650039,-79.706797,160002
20047,43.650108,-79.706964,160003
20047,43.650178,-79.707124,160004
20047,43.650259,-79.707288,160005
20047,43.650344,-79.707443,160006
20047,43.650441,-79.707603,160007
20047,43.650512,-79.707717,160008
20047,43.650999,-79.708376,160009
20047,43.650999,-79.708376,170001
20047,43.651119,-79.708540,170002
20047,43.651885,-79.709590,170003
20047,43.652437,-79.710117,170004
20047,43.652511,-79.710356,170005
20047,43.652422,-79.710642,170006
20047,43.652166,-79.711076,170007
20047,43.651989,-79.711352,170008
30049,43.665468,-79.734258,10001
30049,43.665668,-79.734087,10002
30049,43.665924,-79.734026,10003
30049,43.666143,-79.734060,10004
30049,43.666264,-79.734149,10005
30049,43.666353,-79.734295,10006
30049,43.666445,-79.734428,10007
30049,43.666659,-79.734715,10008
30049,43.666710,-79.734722,10009
30049,43.666754,-79.734705,10010
30049,43.666954,-79.734415,10011
30049,43.666023,-79.733156,10012
30049,43.664741,-79.734640,10013
30049,43.663710,-79.735765,10014
30049,43.663439,-79.736057,10015
30049,43.661837,-79.737794,10016
30049,43.661390,-79.738280,10017
30049,43.661390,-79.738280,20001
30049,43.661144,-79.738547,20002
30049,43.659761,-79.740070,20003
30049,43.657573,-79.742481,20004
30049,43.657423,-79.742241,20005
30049,43.657370,-79.742152,20006
30049,43.657311,-79.742043,20007
30049,43.657256,-79.741958,20008
30049,43.657177,-79.741862,20009
30049,43.657018,-79.741675,20010
30049,43.656948,-79.741604,20011
30049,43.656829,-79.741656,20012
30049,43.656774,-79.741666,20013
30049,43.656725,-79.741636,20014
30049,43.656576,-79.741371,20015
30049,43.656412,-79.741090,20016
30049,43.655796,-79.741789,20017
30049,43.655796,-79.741789,30001
30049,43.655796,-79.741789,30002
30049,43.655796,-79.741789,40001
30049,43.655421,-79.742215,40002
30049,43.656190,-79.743363,40003
30049,43.656190,-79.743363,50001
30049,43.656437,-79.743732,50002
30049,43.656987,-79.744526,50003
30049,43.657261,-79.744923,50004
30049,43.660091,-79.748883,50005
30049,43.660091,-79.748883,60001
30049,43.660255,-79.749112,60002
30049,43.662677,-79.752378,60003
30049,43.663106,-79.752959,60004
30049,43.663106,-79.752959,70001
30049,43.664027,-79.754201,70002
30049,43.664275,-79.754543,70003
30049,43.664275,-79.754543,80001
30049,43.665261,-79.755906,80002
30049,43.665500,-79.756230,80003
30049,43.665500,-79.756230,90001
30049,43.667420,-79.758838,90002
30049,43.667497,-79.758946,90003
30049,43.667831,-79.759393,90004
30049,43.668352,-79.760095,90005
30049,43.668352,-79.760095,100001
30049,43.668518,-79.760319,100002
30049,43.670349,-79.762812,100003
30049,43.671235,-79.764018,100004
30049,43.671511,-79.764389,100005
30049,43.671511,-79.764389,110001
30049,43.672258,-79.765397,110002
30049,43.672585,-79.765838,110003
30049,43.672585,-79.765838,120001
30049,43.672673,-79.765956,120002
30049,43.674239,-79.768087,120003
30049,43.673366,-79.769288,120004
30049,43.672914,-79.768778,120005
30049,43.672681,-79.769115,120006
30049,43.671433,-79.770898,120007
30049,43.671184,-79.770484,120008
30049,43.671165,-79.770442,120009
30049,43.671152,-79.770398,120010
30049,43.671148,-79.770351,120011
30049,43.671152,-79.770297,120012
30049,43.671167,-79.770244,120013
30049,43.671194,-79.770195,120014
30049,43.671229,-79.770142,120015
30049,43.671412,-79.769897,120016
30049,43.671412,-79.769897,130001
30049,43.672465,-79.768484,130002
30049,43.672494,-79.768456,130003
30049,43.672520,-79.768438,130004
30049,43.672547,-79.768423,130005
30049,43.672573,-79.768421,130006
30049,43.672600,-79.768428,130007
30049,43.672621,-79.768441,130008
30049,43.672649,-79.768469,130009
30049,43.672914,-79.768778,130010
30049,43.673366,-79.769288,130011
30049,43.674239,-79.768087,130012
30049,43.674645,-79.768639,130013
30049,43.674645,-79.768639,140001
30049,43.674675,-79.768681,140002
30049,43.675774,-79.770176,140003
30049,43.675774,-79.770176,150001
30049,43.676130,-79.770660,150002
30049,43.677365,-79.772367,150003
30049,43.677625,-79.772714,150004
30049,43.677625,-79.772714,160001
30049,43.677682,-79.772791,160002
30049,43.678010,-79.773241,160003
30049,43.678557,-79.773988,160004
30049,43.678557,-79.773988,170001
30049,43.678627,-79.774083,170002
30049,43.679824,-79.775702,170003
30049,43.680712,-79.776896,170004
30049,43.680712,-79.776896,180001
30049,43.680920,-79.777176,180002
30049,43.682246,-79.778964,180003
30049,43.682246,-79.778964,190001
30049,43.682370,-79.779131,190002
30049,43.682812,-79.779739,190003
30049,43.683936,-79.781250,190004
30049,43.684399,-79.781872,190005
30049,43.684399,-79.781872,200001
30049,43.685364,-79.783169,200002
30049,43.685364,-79.783169,210001
30049,43.686315,-79.784447,210002
30049,43.686315,-79.784447,220001
30049,43.686786,-79.785080,220002
30049,43.688181,-79.786989,220003
30049,43.688181,-79.786989,230001
30049,43.688428,-79.787327,230002
30049,43.690124,-79.789623,230003
30049,43.690124,-79.789623,240001
30049,43.691273,-79.791177,240002
30049,43.691273,-79.791177,250001
30049,43.691344,-79.791272,250002
30049,43.691648,-79.791684,250003
30049,43.692427,-79.792741,250004
30049,43.693669,-79.794424,250005
30049,43.694113,-79.795026,250006
30049,43.694719,-79.795847,250007
30049,43.694783,-79.795933,250008
30049,43.694783,-79.795933,260001
30049,43.694843,-79.796017,260002
30049,43.695135,-79.796410,260003
30049,43.695726,-79.797210,260004
30049,43.695726,-79.797210,270001
30049,43.696008,-79.797589,270002
30049,43.697730,-79.799944,270003
30049,43.697730,-79.799944,280001
30049,43.697909,-79.800188,280002
30049,43.701017,-79.804433,280003
30049,43.701017,-79.804433,290001
30049,43.701126,-79.804581,290002
30049,43.703688,-79.808060,290003
30049,43.703688,-79.808060,300001
30049,43.706270,-79.811566,300002
30049,43.706270,-79.811566,310001
30049,43.706597,-79.812010,310002
30049,43.707662,-79.813458,310003
30049,43.709313,-79.815703,310004
30049,43.709313,-79.815703,320001
30049,43.709576,-79.816061,320002
30049,43.713609,-79.821515,320003
30049,43.713852,-79.821842,320004
30049,43.713852,-79.821842,330001
30049,43.715813,-79.824486,330002
30049,43.716201,-79.824062,330003
30049,43.716201,-79.824062,340001
30049,43.718199,-79.821883,340002
30049,43.718199,-79.821883,350001
30049,43.718380,-79.821686,350002
30049,43.720699,-79.819144,350003
30049,43.720767,-79.819090,350004
30049,43.721658,-79.818395,350005
30049,43.721658,-79.818395,360001
30049,43.722019,-79.818114,360002
30049,43.723705,-79.816286,360003
30049,43.723705,-79.816286,370001
30049,43.723924,-79.816049,370002
30049,43.725361,-79.814492,370003
30049,43.725361,-79.814492,380001
30049,43.725802,-79.814015,380002
30049,43.724091,-79.811689,380003
30049,43.724017,-79.811587,380004
30049,43.724017,-79.811587,390001
30049,43.722029,-79.808884,390002
30049,43.721304,-79.807869,390003
30049,43.720887,-79.808452,390004
30049,43.720104,-79.809549,390005
30049,43.720138,-79.809629,390006
30049,43.720214,-79.809707,390007
30049,43.720296,-79.809694,390008
30049,43.720395,-79.809612,390009
30049,43.720705,-79.809120,390010
30050,43.665468,-79.734258,10001
30050,43.665668,-79.734087,10002
30050,43.665924,-79.734026,10003
30050,43.666143,-79.734060,10004
30050,43.666264,-79.734149,10005
30050,43.666353,-79.734295,10006
30050,43.666445,-79.734428,10007
30050,43.666659,-79.734715,10008
30050,43.666710,-79.734722,10009
30050,43.666754,-79.734705,10010
30050,43.666954,-79.734415,10011
30050,43.666023,-79.733156,10012
30050,43.664741,-79.734640,10013
30050,43.663710,-79.735765,10014
30050,43.663439,-79.736057,10015
30050,43.661837,-79.737794,10016
30050,43.661390,-79.738280,10017
30050,43.661390,-79.738280,20001
30050,43.661144,-79.738547,20002
30050,43.659761,-79.740070,20003
30050,43.657573,-79.742481,20004
30050,43.657423,-79.742241,20005
30050,43.657370,-79.742152,20006
30050,43.657311,-79.742043,20007
30050,43.657256,-79.741958,20008
30050,43.657177,-79.741862,20009
30050,43.657018,-79.741675,20010
30050,43.656948,-79.741604,20011
30050,43.656829,-79.741656,20012
30050,43.656774,-79.741666,20013
30050,43.656725,-79.741636,20014
30050,43.656576,-79.741371,20015
30050,43.656412,-79.741090,20016
30050,43.655796,-79.741789,20017
30050,43.655796,-79.741789,30001
30050,43.655796,-79.741789,30002
30050,43.655796,-79.741789,40001
30050,43.655421,-79.742215,40002
30050,43.656190,-79.743363,40003
30050,43.656190,-79.743363,50001
30050,43.656437,-79.743732,50002
30050,43.656987,-79.744526,50003
30050,43.657261,-79.744923,50004
30050,43.660091,-79.748883,50005
30050,43.660091,-79.748883,60001
30050,43.660255,-79.749112,60002
30050,43.662677,-79.752378,60003
30050,43.663106,-79.752959,60004
30050,43.663106,-79.752959,70001
30050,43.664027,-79.754201,70002
30050,43.664275,-79.754543,70003
30050,43.664275,-79.754543,80001
30050,43.665261,-79.755906,80002
30050,43.665500,-79.756230,80003
30050,43.665500,-79.756230,90001
30050,43.667420,-79.758838,90002
30050,43.667497,-79.758946,90003
30050,43.667831,-79.759393,90004
30050,43.668352,-79.760095,90005
30050,43.668352,-79.760095,100001
30050,43.668518,-79.760319,100002
30050,43.670349,-79.762812,100003
30050,43.671235,-79.764018,100004
30050,43.671511,-79.764389,100005
30050,43.671511,-79.764389,110001
30050,43.672258,-79.765397,110002
30050,43.672585,-79.765838,110003
30050,43.672585,-79.765838,120001
30050,43.672673,-79.765956,120002
30050,43.674239,-79.768087,120003
30050,43.674645,-79.768639,120004
30050,43.674645,-79.768639,130001
30050,43.674675,-79.768681,130002
30050,43.675774,-79.770176,130003
30050,43.675774,-79.770176,140001
30050,43.676130,-79.770660,140002
30050,43.677365,-79.772367,140003
30050,43.677625,-79.772714,140004
30050,43.677625,-79.772714,150001
30050,43.677682,-79.772791,150002
30050,43.678010,-79.773241,150003
30050,43.678557,-79.773988,150004
30050,43.678557,-79.773988,160001
30050,43.678627,-79.774083,160002
30050,43.679824,-79.775702,160003
30050,43.680712,-79.776896,160004
30050,43.680712,-79.776896,170001
30050,43.680920,-79.777176,170002
30050,43.682246,-79.778964,170003
30050,43.682246,-79.778964,180001
30050,43.682370,-79.779131,180002
30050,43.682812,-79.779739,180003
30050,43.683936,-79.781250,180004
30050,43.684399,-79.781872,180005
30050,43.684399,-79.781872,190001
30050,43.685364,-79.783169,190002
30050,43.685364,-79.783169,200001
30050,43.686315,-79.784447,200002
30050,43.686315,-79.784447,210001
30050,43.686786,-79.785080,210002
30050,43.688181,-79.786989,210003
30050,43.688181,-79.786989,220001
30050,43.688428,-79.787327,220002
30050,43.690124,-79.789623,220003
30050,43.690124,-79.789623,230001
30050,43.691273,-79.791177,230002
30050,43.691273,-79.791177,240001
30050,43.691344,-79.791272,240002
30050,43.691648,-79.791684,240003
30050,43.692427,-79.792741,240004
30050,43.693669,-79.794424,240005
30050,43.694113,-79.795026,240006
30050,43.694719,-79.795847,240007
30050,43.694783,-79.795933,240008
30050,43.694783,-79.795933,250001
30050,43.694843,-79.796017,250002
30050,43.695135,-79.796410,250003
30050,43.695726,-79.797210,250004
30050,43.695726,-79.797210,260001
30050,43.696008,-79.797589,260002
30050,43.697730,-79.799944,260003
30050,43.697730,-79.799944,270001
30050,43.697909,-79.800188,270002
30050,43.701017,-79.804433,270003
30050,43.701017,-79.804433,280001
30050,43.701126,-79.804581,280002
30050,43.703688,-79.808060,280003
30050,43.703688,-79.808060,290001
30050,43.706270,-79.811566,290002
30050,43.706270,-79.811566,300001
30050,43.706597,-79.812010,300002
30050,43.707662,-79.813458,300003
30050,43.709313,-79.815703,300004
30050,43.709313,-79.815703,310001
30050,43.709576,-79.816061,310002
30050,43.713609,-79.821515,310003
30050,43.713852,-79.821842,310004
30050,43.713852,-79.821842,320001
30050,43.715813,-79.824486,320002
30050,43.716201,-79.824062,320003
30050,43.716201,-79.824062,330001
30050,43.718199,-79.821883,330002
30050,43.718199,-79.821883,340001
30050,43.718380,-79.821686,340002
30050,43.720699,-79.819144,340003
30050,43.720767,-79.819090,340004
30050,43.721658,-79.818395,340005
30050,43.721658,-79.818395,350001
30050,43.722019,-79.818114,350002
30050,43.723705,-79.816286,350003
30050,43.723705,-79.816286,360001
30050,43.723924,-79.816049,360002
30050,43.725361,-79.814492,360003
30050,43.725361,-79.814492,370001
30050,43.725802,-79.814015,370002
30050,43.724091,-79.811689,370003
30050,43.724017,-79.811587,370004
30050,43.724017,-79.811587,380001
30050,43.722029,-79.808884,380002
30050,43.721304,-79.807869,380003
30050,43.720887,-79.808452,380004
30050,43.720104,-79.809549,380005
30050,43.720138,-79.809629,380006
30050,43.720214,-79.809707,380007
30050,43.720296,-79.809694,380008
30050,43.720395,-79.809612,380009
30050,43.720705,-79.809120,380010
30052,43.720705,-79.809120,10001
30052,43.720888,-79.808831,10002
30052,43.720911,-79.808693,10003
30052,43.720887,-79.808452,10004
30052,43.721304,-79.807869,10005
30052,43.721584,-79.808262,10006
30052,43.721584,-79.808262,20001
30052,43.722029,-79.808884,20002
30052,43.724091,-79.811689,20003
30052,43.725802,-79.814015,20004
30052,43.725278,-79.814582,20005
30052,43.725278,-79.814582,30001
30052,43.724116,-79.815841,30002
30052,43.724116,-79.815841,40001
30052,43.723924,-79.816049,40002
30052,43.722019,-79.818114,40003
30052,43.720767,-79.819090,40004
30052,43.720699,-79.819144,40005
30052,43.718690,-79.821346,40006
30052,43.718690,-79.821346,50001
